Student_ID,Study_Hours,Attendance,Assignments_Score,Previous_Grade,Participation,Internet_Access,Final_Score
28531,0,58,33,77,2,0,26.589944219376065
28532,10,68,75,84,1,0,65.46085715782732
28533,9,71,99,54,1,1,64.97627687761765
28534,6,49,46,51,2,1,50.12107291576864
28535,9,94,33,64,5,1,74.69523579133664
28536,11,66,36,75,5,0,57.36029711863139
28537,0,68,67,86,1,0,44.953318603731475
28538,11,52,65,43,2,1,53.1940151412645
28539,2,59,85,85,4,0,48.33121024557343
28540,2,67,52,55,2,1,45.42261104751744
28541,9,66,57,40,5,1,66.9364076456314
28542,1,52,62,66,5,1,47.19222532542382
28543,9,64,68,87,3,1,69.49190973417974
28544,4,99,51,68,2,1,52.4752524438143
28545,3,68,90,92,4,0,58.71614010148083
28546,5,91,97,90,3,1,75.49697445228195
28547,1,97,88,35,1,0,56.217898604361096
28548,3,54,90,67,5,1,68.34452202499595
28549,11,84,42,65,1,1,61.57115177526534
28550,6,84,85,54,3,0,55.38131605114319
28551,0,69,88,42,3,1,51.256311998764275
28552,10,97,79,80,2,0,62.14617548657264
28553,2,77,98,72,5,1,70.56927022712503
28554,0,99,68,90,3,1,61.17557312170986
28555,1,71,70,80,3,1,64.0299941753582
28556,8,89,98,65,5,1,80.24213361057237
28557,9,46,88,44,3,1,59.83205375737859
28558,4,74,90,72,5,0,67.76966268344971
28559,3,72,79,64,4,1,53.40392415111222
28560,11,51,84,60,3,0,52.88848573896327
28561,3,62,33,45,5,1,52.33165092597357
28562,7,44,45,56,5,1,52.84951075230718
28563,11,82,56,48,1,0,51.87209855046987
28564,2,83,52,55,1,0,47.58135986772765
28565,11,94,42,59,4,1,75.88708177658727
28566,11,70,98,57,3,1,68.29258422635063
28567,3,55,84,94,5,0,59.78759287475868
28568,1,72,89,68,3,0,58.03024058310386
28569,5,92,74,94,4,0,65.34866669824785
28570,11,89,87,52,4,0,66.42259633708188
28571,8,40,93,53,4,0,49.62995357375052
28572,11,61,63,44,3,1,58.44939042008987
28573,3,67,33,59,2,1,45.86904666698573
28574,10,44,98,88,3,0,57.78981289236275
28575,5,43,41,57,2,1,40.50461064510116
28576,3,40,81,50,1,0,44.434757666435715
28577,1,54,37,67,3,1,41.39114031638487
28578,5,76,45,85,5,1,69.88568936420783
28579,11,78,49,65,2,1,64.07474806466628
28580,6,88,58,73,2,1,74.24750913769533
28581,3,91,48,49,5,0,48.59799083951925
28582,11,77,81,47,4,1,78.60182180650767
28583,10,84,71,64,1,0,61.44846472484936
28584,6,63,66,62,5,1,60.45823467659838
28585,10,62,96,40,3,0,62.77360314010822
28586,7,86,48,61,2,1,54.526527143145394
28587,10,46,81,75,5,1,71.97059433524831
28588,2,95,92,47,4,0,59.70774525016214
28589,1,70,36,50,5,0,49.67501293059372
28590,4,46,84,40,4,0,53.74890203084169
28591,1,52,38,85,4,1,57.601457679047556
28592,9,43,37,81,5,0,54.69364346305532
28593,4,98,76,74,1,0,62.020815954342766
28594,9,93,53,77,2,1,63.39136843301005
28595,5,99,95,43,1,0,57.06989636665605
28596,7,57,58,36,3,0,52.36236732983994
28597,5,79,41,36,4,1,49.919937634569564
28598,3,58,78,71,1,1,57.41699229631561
28599,2,55,98,93,5,1,67.07867296428516
28600,1,91,94,72,4,1,65.36136659094879
28601,0,57,37,57,2,0,34.76974576739604
28602,1,55,83,41,1,0,37.203019289547264
28603,1,87,48,39,2,1,44.58703653602146
28604,4,70,57,45,4,0,42.0514808434375
28605,8,64,39,59,1,0,48.5464535787236
28606,0,41,78,37,4,0,44.894470152538226
28607,3,85,79,68,4,1,56.288053973777274
28608,9,93,47,67,4,1,75.9991739901358
28609,6,90,39,91,2,0,60.27707749437985
28610,10,67,95,55,2,0,60.50762653429267
28611,9,55,38,85,2,1,54.384863277905964
28612,2,93,67,68,2,0,59.25357944610994
28613,7,75,36,88,3,1,58.56665977675326
28614,2,84,32,68,3,0,54.31900318175384
28615,7,79,55,53,4,1,63.31523550025136
28616,1,74,36,63,5,1,52.15911804916876
28617,4,63,69,61,3,0,51.57700683241696
28618,3,74,75,54,1,1,48.538217829249184
28619,10,69,56,76,5,1,70.41212913245458
28620,8,76,67,69,5,0,71.4431291455146
28621,2,50,49,76,5,1,47.275116968591576
28622,11,84,82,65,4,1,80.92072436211616
28623,10,73,83,46,1,1,65.30155560468752
28624,4,77,50,70,3,1,52.554830846798936
28625,9,78,98,77,4,0,74.96362641892865
28626,8,63,69,78,1,1,62.29035845678965
28627,5,68,82,84,1,1,61.325471443322236
28628,1,43,76,47,2,1,52.19066083740021
28629,0,80,83,91,1,1,58.426481018206964
28630,11,89,62,75,4,0,70.26538803367612
28631,10,69,94,67,3,1,75.1956713635599
28632,0,53,98,48,5,1,63.68788392609144
28633,6,63,52,51,4,1,56.54518692733517
28634,11,77,83,74,1,1,67.15535430237405
28635,1,91,32,50,4,1,44.09096761670958
28636,6,73,75,45,4,0,58.84010200243424
28637,0,75,79,71,5,0,54.72341222485305
28638,3,54,47,46,3,1,39.91651007650572
28639,9,74,32,81,2,1,52.49016678278329
28640,10,68,32,46,2,0,50.12215112631878
28641,3,75,43,45,2,0,35.690073132918556
28642,4,43,37,58,5,0,49.97309462757272
28643,9,54,61,65,1,1,55.87078584286519
28644,0,50,48,87,5,0,41.471724871697795
28645,6,94,35,65,5,1,59.02331411842875
28646,10,88,77,60,4,1,81.69183994371065
28647,1,54,85,70,5,0,52.32228501740716
28648,11,96,99,87,4,0,73.65199185110723
28649,10,60,90,79,4,1,79.85674113326166
28650,10,74,77,86,2,0,65.53851506816261
28651,1,62,60,57,1,0,40.473783792865156
28652,7,94,71,88,2,0,63.255317861692475
28653,8,95,69,50,1,0,54.4844054084322
28654,5,49,84,42,2,1,45.148068831716415
28655,10,43,50,60,5,0,54.89699275005473
28656,0,84,72,65,3,0,53.657431265748016
28657,0,64,87,54,2,1,44.84835429467984
28658,10,41,67,66,3,0,50.201099499243554
28659,6,77,44,57,1,1,50.619022473362335
28660,7,58,90,66,2,0,58.79730891565425
28661,2,63,66,63,1,0,43.74614413405627
28662,8,47,40,46,2,0,36.37049161838292
28663,3,45,64,71,3,1,50.19365419482666
28664,3,59,71,51,2,0,40.791684384872944
28665,2,53,71,64,2,0,52.687121114329
28666,7,79,81,37,4,0,52.18650396190397
28667,8,45,57,35,5,0,45.44337694207074
28668,0,51,39,50,2,1,37.114154196987585
28669,1,80,31,37,4,1,46.53732760344596
28670,0,46,31,83,5,1,39.796239270706195
28671,3,96,92,38,3,1,54.7042296121
28672,9,84,67,87,4,1,71.2447587962436
28673,6,69,95,69,4,0,60.754112529943285
28674,6,55,86,35,2,0,48.694774509938405
28675,11,47,81,40,3,0,60.554968778616214
28676,5,53,56,92,5,1,58.46582644633633
28677,10,87,82,77,3,1,76.17720868601793
28678,4,59,68,74,3,0,52.50301033243494
28679,10,67,66,92,1,0,65.90568685381477
28680,3,45,86,64,3,1,61.051311806777306
28681,11,69,58,40,5,0,60.54079852150401
28682,7,94,97,71,2,1,64.24356530613524
28683,6,43,67,71,5,1,60.792886236068014
28684,10,75,77,84,5,1,68.51888845464352
28685,10,97,42,59,5,1,65.51469681062466
28686,9,42,86,76,1,0,61.30124686378622
28687,0,49,34,80,3,1,41.01368849981766
28688,5,77,56,57,5,0,50.3068923277867
28689,1,66,40,81,4,1,52.476546647465725
28690,3,57,64,49,3,1,48.00059361382498
28691,4,84,82,61,4,1,60.12467759802768
28692,7,50,96,39,5,0,55.393295122454894
28693,5,75,60,36,2,1,46.10302016946686
28694,10,79,44,72,1,1,57.44423196010332
28695,1,74,35,65,1,1,41.84286078470367
28696,4,83,32,76,4,0,49.681874176960186
28697,4,52,52,74,1,0,47.57108862151924
28698,5,95,56,84,5,1,81.01250741144761
28699,0,94,35,64,4,1,54.793566455313794
28700,7,62,62,87,5,1,65.00025374887674
28701,2,82,32,79,5,1,59.59280165119201
28702,4,48,48,73,4,0,53.238306965122256
28703,6,43,48,53,2,0,47.59508601177337
28704,2,82,56,38,4,1,46.99268641141851
28705,9,79,79,61,5,1,70.73658281727272
28706,5,89,66,43,5,1,60.11547715444056
28707,4,70,87,63,2,0,61.313721157234276
28708,6,42,71,41,4,0,43.29689445557823
28709,9,75,77,76,3,1,62.637656381215535
28710,10,96,80,86,2,1,77.47286647182764
28711,2,56,95,39,3,1,60.84594821656534
28712,1,55,74,65,4,1,59.30961230333115
28713,3,78,43,73,2,1,59.852485280205684
28714,2,41,78,68,1,1,46.18851606673832
28715,3,44,85,75,4,1,60.86081018366073
28716,6,72,57,54,4,1,55.215994890094244
28717,4,93,87,63,2,0,58.66410513839619
28718,3,52,39,46,4,1,43.4417246546876
28719,5,51,67,62,4,0,56.71798783070369
28720,6,58,57,74,5,1,65.90064372635969
28721,11,61,42,72,5,1,62.862914747253896
28722,10,79,46,62,3,1,61.694293073473986
28723,4,47,98,45,4,0,43.124098725370295
28724,11,83,76,43,1,0,64.60697488489012
28725,6,43,98,65,4,1,66.98383464277282
28726,2,46,48,58,4,0,41.62919228879616
28727,6,99,68,72,1,1,67.36494298259103
28728,11,87,93,87,2,1,73.23120986834827
28729,2,61,54,47,2,1,36.73447492105175
28730,5,57,80,56,5,1,63.227594714779585
28731,7,45,94,58,2,0,57.736896497708074
28732,5,89,67,54,4,0,51.357731715708056
28733,9,43,95,76,1,1,60.432302593020104
28734,10,92,46,46,4,1,63.133269183986016
28735,2,80,65,71,3,1,57.26534876029671
28736,11,84,81,63,1,0,63.79696094581804
28737,4,90,43,71,2,0,43.79279150286716
28738,8,51,46,70,5,1,60.98133021293181
28739,7,87,57,86,3,0,59.60048877310343
28740,5,76,35,74,4,0,58.12548285847634
28741,8,41,38,45,4,1,55.49830831442665
28742,1,42,40,48,4,0,28.205541872023446
28743,10,84,76,64,3,1,77.69133427145871
28744,8,60,81,57,3,1,65.29674059220063
28745,9,78,52,50,1,1,63.33198787590999
28746,9,52,99,65,4,0,57.24611355335418
28747,5,87,68,55,5,1,63.680767775002636
28748,8,93,34,55,2,0,56.11067646985236
28749,11,53,59,94,3,0,66.16378916984748
28750,3,69,54,55,2,1,48.83657393176827
28751,4,57,96,73,1,1,60.85121412970332
28752,1,52,82,58,5,0,53.759366002801784
28753,2,53,97,88,3,0,57.47931215094762
28754,0,80,99,94,1,0,59.99319738095076
28755,3,79,79,51,2,0,48.084338388515604
28756,11,96,44,61,1,0,63.84423757622757
28757,1,64,61,51,5,1,53.628842130899564
28758,11,76,85,84,4,1,74.10193881670848
28759,1,66,85,72,2,0,57.43186699881081
28760,0,62,95,43,4,1,52.46924154916651
28761,9,46,96,66,1,0,60.6140195381594
28762,11,87,54,82,5,1,78.31053872816393
28763,1,49,56,74,4,1,50.519848828487625
28764,3,64,38,85,4,1,55.86257757458385
28765,5,96,90,40,5,1,66.97310084252311
28766,11,93,65,82,2,0,72.64510427174457
28767,6,74,40,52,1,0,32.77932298606633
28768,6,63,68,56,4,0,63.22359048450026
28769,6,88,36,79,1,0,53.27375524543324
28770,3,81,42,71,3,0,48.016157356089806
28771,11,50,76,63,3,1,62.6992474789839
28772,4,59,35,58,4,1,52.372870714473144
28773,10,49,33,93,2,1,65.88681001134518
28774,11,89,72,65,3,0,76.45733590608708
28775,2,60,54,76,2,1,43.82798594237863
28776,0,67,54,89,5,1,67.37798906821531
28777,7,67,70,36,3,1,60.51720062793973
28778,9,94,41,42,2,0,47.72456170682611
28779,10,66,64,84,3,1,66.38322313595181
28780,6,72,97,80,4,0,69.65613250985909
28781,8,43,85,40,1,1,56.4570346054138
28782,9,74,79,63,4,1,64.96017914596297
28783,3,59,73,70,2,1,59.05128702680973
28784,11,45,35,57,3,0,63.11865478364809
28785,11,97,60,74,5,0,74.25613218458656
28786,4,45,77,67,5,0,48.869705560096726
28787,4,99,35,50,1,1,51.070355377416455
28788,6,56,66,70,4,0,54.02688705442927
28789,8,58,50,62,2,0,44.61748770651609
28790,7,88,81,58,5,0,56.51722438172707
28791,6,56,96,77,4,0,59.31735613253317
28792,0,88,63,89,4,1,52.20112358502354
28793,11,42,80,83,5,0,68.11351150595557
28794,9,85,50,38,5,1,69.40760427432289
28795,5,73,56,82,5,0,63.20814841830787
28796,9,99,57,86,4,1,83.11751372388817
28797,8,43,33,47,4,1,46.0373399576901
28798,6,62,70,78,1,1,65.56333262350525
28799,0,98,82,62,3,0,49.69668348434894
28800,8,98,77,64,3,1,72.3884466742591
28801,2,57,68,93,4,0,47.52379395661326
28802,8,73,97,56,2,1,63.220946635834615
28803,3,68,78,65,3,1,60.242265649928676
28804,8,99,93,41,2,1,66.01686243241113
28805,7,83,84,47,4,1,62.60769678465048
28806,6,54,97,73,3,0,51.13448253100586
28807,3,84,79,63,3,0,59.36848900519027
28808,8,50,52,90,3,1,53.94202172315665
28809,3,78,85,72,4,1,71.81659535007631
28810,0,99,38,62,1,0,45.66257719945445
28811,5,48,53,51,4,0,46.173365016597174
28812,3,98,58,58,4,1,58.169086477229506
28813,9,86,36,89,4,1,71.57224501744807
28814,2,74,47,48,4,0,41.85858246343077
28815,11,49,95,41,2,0,50.34333338097901
28816,4,79,57,84,1,1,55.78734240222773
28817,2,77,72,35,5,1,54.05409126371479
28818,10,68,70,83,4,1,69.28760127336963
28819,8,85,92,91,5,1,83.32545975111405
28820,11,45,58,86,2,1,52.24634365161495
28821,5,58,74,39,2,0,42.131826108273145
28822,2,65,46,45,3,0,34.55888025749463
28823,4,48,46,81,3,0,38.048237163761875
28824,7,80,60,55,1,0,50.22408380611131
28825,7,91,39,62,3,1,63.3490711363895
28826,5,87,99,47,1,0,64.66162026552949
28827,4,84,56,70,5,1,71.66016973022657
28828,4,52,49,91,1,0,48.40505720130257
28829,0,65,75,68,5,1,59.73309747158949
28830,1,83,98,65,1,0,52.54966933445314
28831,11,93,61,55,3,1,61.93573665818475
28832,10,92,98,92,3,0,75.34550797039796
28833,3,59,91,41,2,0,34.166238231949905
28834,5,41,94,81,3,0,47.4321884665776
28835,10,43,49,64,1,0,50.30959889111491
28836,6,46,80,76,3,0,57.70044077085494
28837,0,58,61,65,4,0,39.320811960491575
28838,7,74,88,60,3,0,64.32429553353592
28839,11,50,84,86,5,1,73.04269177903822
28840,0,58,57,57,5,1,38.87960003890532
28841,8,71,46,93,2,0,59.30460155773812
28842,3,96,63,79,1,0,54.05102968196308
28843,11,53,89,65,5,0,72.32866495878451
28844,6,88,88,67,5,0,71.43121654030668
28845,10,44,89,58,2,0,44.64317114678241
28846,5,64,95,44,2,0,54.369233641767636
28847,8,53,89,38,3,1,53.29050672387909
28848,1,78,38,69,5,1,55.02136439153851
28849,10,51,81,69,2,0,59.62533881808638
28850,6,99,65,44,5,0,60.32555214919282
28851,10,88,86,94,5,1,78.77647256935026
28852,4,59,40,90,2,0,50.86171875685055
28853,6,93,61,81,1,0,67.21788478490906
28854,0,92,81,47,1,1,49.66078043882648
28855,10,57,68,81,4,1,69.67800648044481
28856,10,40,93,61,1,0,60.29105401211224
28857,9,82,56,80,5,0,63.33398991702856
28858,8,43,69,53,5,0,57.925729243337614
28859,0,51,78,68,5,0,49.91982107701078
28860,4,65,77,90,1,1,65.33334416115599
28861,7,71,94,73,4,0,70.70777889150966
28862,0,76,63,78,3,0,49.474003226264955
28863,6,54,30,62,5,0,49.3969263672292
28864,1,91,71,66,4,0,53.28059067557192
28865,6,74,89,62,2,0,57.367004562787876
28866,6,65,47,54,1,1,56.048467516353966
28867,8,54,99,56,3,0,66.32466081765418
28868,5,47,35,60,2,1,40.892243881254466
28869,3,67,68,90,4,1,68.45786994643835
28870,6,69,84,58,2,1,56.06728378721818
28871,6,93,48,36,2,0,47.069820800685484
28872,3,82,67,37,5,1,63.59865117033655
28873,1,83,32,50,5,1,54.00897373559509
28874,10,42,49,74,1,0,43.2964569002
28875,8,45,95,61,3,1,65.96411921342387
28876,7,70,34,50,2,0,45.22704495670911
28877,4,65,54,43,4,0,52.463286708586445
28878,4,47,82,66,2,1,58.08407467518598
28879,0,78,41,53,2,1,48.229393841078036
28880,10,68,98,52,1,0,58.97138363375359
28881,8,56,41,55,5,0,55.23801689795428
28882,10,55,96,37,5,0,59.121650588146174
28883,9,93,83,58,1,1,64.72437296396895
28884,10,88,33,88,5,1,66.95237730895889
28885,7,84,48,92,2,0,56.87130479888572
28886,4,43,96,62,5,1,65.75028798734063
28887,9,49,36,55,1,0,46.49107052168573
28888,5,55,38,38,1,0,41.48194531591007
28889,11,58,33,81,2,1,60.22543214760069
28890,9,78,84,35,5,0,53.811534651696775
28891,10,89,52,61,2,1,65.74574034815726
28892,9,52,94,52,4,0,69.51984695108996
28893,7,99,33,71,1,0,54.86565739863811
28894,5,43,38,54,3,1,50.39222936784611
28895,9,71,71,64,3,1,70.75997406188948
28896,3,92,55,82,1,0,48.74302342003212
28897,2,57,50,68,3,0,40.91289534176046
28898,6,55,39,39,2,1,46.50292373574371
28899,1,64,39,86,4,0,51.05388016090814
28900,6,89,91,51,5,1,64.46197651296609
28901,0,55,94,54,4,0,47.10313935993251
28902,9,61,96,72,3,1,74.35013340621778
28903,4,99,41,51,3,0,43.89813154154223
28904,8,63,48,46,5,0,52.48251515254567
28905,0,67,72,65,3,0,37.98303670303381
28906,7,62,37,54,5,0,55.2375973381025
28907,8,93,81,45,3,0,54.101546895834666
28908,8,95,31,65,5,0,59.13891375958268
28909,7,60,68,58,2,0,56.09352063044271
28910,3,97,83,84,5,1,69.00598583346158
28911,6,48,69,91,1,0,48.137318374759566
28912,0,41,58,60,4,1,55.9179251935821
28913,6,77,44,88,4,1,61.81639077848072
28914,5,67,55,74,1,1,61.40159221235395
28915,4,65,77,49,2,1,62.76421345817464
28916,0,99,70,45,2,0,47.499794601493875
28917,7,99,97,62,3,1,67.29162213508131
28918,9,66,62,75,2,1,59.37186263083596
28919,0,94,41,69,3,0,46.23036093626
28920,0,64,79,77,3,0,37.69226640534675
28921,2,60,82,75,5,1,62.99864129685202
28922,7,77,79,72,3,0,61.701743670114496
28923,7,64,59,46,2,0,50.415504033685856
28924,6,97,60,90,2,1,72.52505831915407
28925,4,77,31,89,3,1,63.08078168133635
28926,7,85,95,67,5,0,70.6843305050961
28927,1,50,82,88,1,1,51.03644532369558
28928,7,67,96,50,3,0,51.75950389606824
28929,11,88,85,47,5,1,72.82952156216919
28930,10,75,62,85,4,1,77.01542068186627
28931,1,43,60,55,2,1,40.91110492181164
28932,9,58,97,82,1,0,62.367432899415164
28933,4,63,52,52,1,0,41.97424003170425
28934,10,61,74,48,1,0,53.96872163478046
28935,3,94,64,53,4,0,60.225446410555186
28936,0,87,94,42,2,1,56.45955438515491
28937,4,64,32,64,1,0,38.82546606487146
28938,6,47,39,88,2,1,55.40988539894223
28939,0,90,57,46,2,1,46.29298398282626
28940,1,59,33,45,4,1,30.629786878517777
28941,11,40,86,39,4,1,51.767104054101125
28942,8,43,97,82,4,0,54.92942045012884
28943,11,51,52,62,4,1,52.06963767686727
28944,4,64,52,85,4,0,52.660599572160244
28945,6,60,79,72,3,1,62.424310004459755
28946,1,58,30,43,3,1,38.847407666827635
28947,6,73,53,68,5,0,45.65524973296079
28948,6,45,73,39,2,1,47.86347395602879
28949,6,91,94,45,5,0,64.60411227654886
28950,4,93,74,58,2,0,52.453507969540595
28951,8,74,67,56,2,0,44.166939641808554
28952,1,42,85,87,1,1,61.578896295810175
28953,3,72,80,50,2,1,54.039954997706666
28954,1,48,59,74,4,0,49.962790767564684
28955,7,46,34,36,4,0,43.288817915046444
28956,11,80,98,55,1,1,62.2020732507811
28957,10,66,66,35,3,0,55.745924394303756
28958,0,40,50,60,3,1,39.67689661317412
28959,8,79,99,43,3,0,64.54790127036769
28960,11,57,99,74,4,1,81.578173046045
28961,4,74,35,86,1,1,54.577744049484565
28962,10,56,96,83,3,1,67.09124309465562
28963,11,78,73,79,4,1,73.49270914213926
28964,2,99,84,79,3,1,61.27520609422901
28965,11,50,81,84,1,0,60.092256302118294
28966,10,76,94,54,5,1,72.22156863796425
28967,3,84,81,41,4,1,59.078989643022574
28968,0,50,60,65,5,0,38.93324543268523
28969,2,42,96,73,4,1,53.38507352579491
28970,10,52,96,43,1,0,57.67865116305752
28971,7,91,35,47,2,1,60.82782636384134
28972,11,99,38,39,3,0,65.0437206765603
28973,1,67,41,61,1,1,42.92108161312065
28974,1,97,95,53,1,1,55.90687879495289
28975,8,77,93,76,2,1,58.97066627321361
28976,4,93,72,76,1,1,59.6674004851597
28977,4,86,89,49,2,0,56.40846449023652
28978,0,73,96,53,5,0,61.42128036893064
28979,5,94,60,63,1,0,55.866419182761064
28980,7,67,69,86,1,1,56.722549725197545
28981,5,41,51,62,2,1,50.89360936146176
28982,6,96,64,48,4,1,69.56435261174511
28983,3,85,94,84,5,1,67.29369178765202
28984,1,41,79,84,2,1,48.32888902146698
28985,0,76,69,48,5,0,55.66277457806463
28986,11,55,40,49,3,0,57.56256626688001
28987,5,47,70,53,2,0,48.594762854123594
28988,8,79,33,50,3,1,50.57582565683462
28989,9,50,32,69,5,0,50.949676497081136
28990,4,84,98,70,2,0,65.14622084787429
28991,11,54,63,67,5,1,66.65631158935288
28992,1,43,82,73,1,0,50.69559707953256
28993,0,62,67,71,4,1,59.9883316939386
28994,2,47,33,83,2,1,50.108704232003234
28995,3,55,47,87,4,1,54.48631463621284
28996,6,55,76,54,2,1,52.48484704330193
28997,8,63,56,58,5,0,56.78140918939176
28998,7,92,57,73,2,1,56.85280769317489
28999,8,49,86,59,4,0,56.27588150965559
29000,6,73,34,68,3,0,52.28221547347758
29001,9,57,49,44,1,0,45.85359940427734
29002,7,92,84,94,4,1,82.94700874456149
29003,7,55,62,58,5,0,64.55962507874858
29004,0,75,93,90,2,1,63.632940529713814
29005,11,91,48,94,3,1,78.60816136378907
29006,11,90,31,51,2,1,52.93398958274034
29007,8,96,98,76,3,1,76.68299033889218
29008,1,47,90,76,2,1,59.933526185390136
29009,11,59,87,88,5,0,63.692463516689344
29010,10,62,47,75,5,0,64.86804769667478
29011,6,79,74,81,4,1,67.89696134718912
29012,9,53,52,48,4,0,54.86841504826456
29013,9,55,79,50,2,1,54.180319999631394
29014,4,77,33,60,3,1,62.74184596468659
29015,3,57,53,75,2,1,52.975743098002376
29016,0,79,41,65,4,0,47.71689291145161
29017,0,90,58,35,4,0,48.86383039613692
29018,2,69,35,86,2,1,52.871131155360374
29019,0,75,53,41,1,0,32.933763865230134
29020,7,75,46,65,4,0,61.92955091231729
29021,2,78,86,61,2,1,54.93125429980159
29022,10,79,61,38,3,1,70.28565299118702
29023,9,80,82,90,2,1,73.88920080428568
29024,1,40,55,59,2,0,39.982741576969424
29025,5,56,64,75,1,0,44.94768916775972
29026,3,67,56,64,3,1,51.33677518457575
29027,10,46,37,36,5,0,56.031053449617474
29028,10,59,64,81,5,0,70.97655563344296
29029,3,81,47,52,5,1,54.28566681310598
29030,1,63,52,73,4,1,55.6153908497263
29031,1,92,45,86,1,1,58.31317769769278
29032,10,40,60,90,3,1,62.3661068031887
29033,5,57,90,78,2,0,53.71066778873096
29034,4,65,63,58,4,1,50.897673908063425
29035,8,53,30,93,1,0,51.73112818465966
29036,3,58,97,63,2,1,60.38407449764155
29037,4,57,74,93,1,1,47.40677788367678
29038,0,96,87,75,3,1,66.06120657003176
29039,11,84,49,50,3,0,62.05530277957282
29040,11,46,73,65,2,1,62.04590580569604
29041,1,41,39,62,3,0,41.20351825987147
29042,2,46,75,78,3,1,49.41183898359442
29043,4,67,86,77,1,0,47.4597320192003
29044,11,67,67,69,3,1,68.45781949291091
29045,4,81,45,84,2,0,55.343647502060435
29046,3,56,68,50,4,0,51.814255084206664
29047,9,69,56,57,5,0,61.57801293330626
29048,2,60,35,48,5,1,48.600643348626534
29049,8,76,58,85,1,1,60.31766459805984
29050,0,48,69,67,5,0,51.500739647317
29051,5,75,46,76,3,1,57.768433874048256
29052,6,91,69,89,4,0,66.70978952445219
29053,9,61,84,92,2,0,53.703392762215465
29054,3,54,55,44,2,0,37.7378967273915
29055,9,53,55,45,5,1,57.42150764093563
29056,2,66,40,39,2,1,41.401829340086344
29057,7,57,54,55,5,1,51.95422166130088
29058,8,49,71,62,3,1,53.10420301453225
29059,0,87,77,88,4,0,56.91734861282828
29060,10,61,31,38,2,1,54.66121056520635
29061,11,62,30,42,3,1,56.91664949805414
29062,9,91,35,74,3,0,55.16552918258357
29063,8,81,69,86,4,1,66.87293021328061
29064,6,80,65,64,5,0,59.75307458750092
29065,0,87,30,67,3,1,52.28512032250727
29066,6,44,44,79,3,0,48.95624629545912
29067,4,90,94,74,4,1,82.22889051722773
29068,9,64,54,88,2,1,61.40991154460726
29069,6,40,91,86,2,1,57.552351153681585
29070,11,63,63,77,4,1,76.32034996073637
29071,8,72,40,66,1,1,60.330454822866216
29072,7,97,67,69,2,0,50.70848716603463
29073,5,95,38,67,3,0,48.771107665175
29074,1,76,33,71,4,1,46.04885092272312
29075,7,46,74,52,4,0,47.8963319165219
29076,11,63,85,76,1,0,61.7633463126638
29077,3,54,64,71,4,1,62.09269028020203
29078,7,50,52,52,5,0,48.52719437813803
29079,6,83,53,63,2,0,61.342969927340405
29080,3,56,33,93,1,0,45.5180503955792
29081,7,88,69,90,2,1,74.38084141370277
29082,10,62,81,43,4,0,59.54236918758772
29083,10,88,89,37,2,0,69.61338474181917
29084,11,43,63,86,4,1,70.565286243005
29085,10,70,60,66,4,1,65.37156895883957
29086,1,93,60,46,4,1,60.35278213107827
29087,8,73,61,80,2,1,64.32893031370412
29088,5,49,65,65,5,1,63.82705005436808
29089,6,76,48,67,4,0,50.6468610463354
29090,9,49,74,35,5,1,53.34663129860495
29091,0,81,64,66,1,1,47.33640825511963
29092,2,98,67,67,3,0,61.00458116974332
29093,9,50,71,81,2,1,54.958515803587055
29094,4,70,89,58,5,0,59.82133993621825
29095,11,49,44,93,5,1,70.90509137261175
29096,6,82,85,35,1,0,59.337816944146105
29097,0,77,89,69,2,0,54.39328648884362
29098,8,92,37,64,5,0,59.25225928760324
29099,4,81,52,56,1,1,53.27028750177539
29100,11,47,51,46,5,1,62.37284012082608
29101,2,50,65,68,2,1,49.312767878553785
29102,6,59,68,44,3,1,54.41744056610782
29103,9,63,96,61,2,1,61.080137222371
29104,7,98,67,38,5,1,61.93848703382523
29105,9,90,73,72,4,0,67.4998593574328
29106,9,46,65,74,4,1,74.04341651522137
29107,2,99,50,48,1,0,43.42153616059356
29108,6,60,51,64,5,0,53.83345270082353
29109,6,83,52,79,2,1,56.40926654572335
29110,3,92,36,38,1,0,44.16734856719878
29111,9,45,36,81,2,1,59.989112492263175
29112,8,70,50,86,3,1,53.473373139778175
29113,0,51,73,35,5,0,32.1066394045312
29114,0,76,71,79,4,0,58.36580603340093
29115,4,52,36,64,4,1,58.58813855102787
29116,2,88,98,92,1,1,61.88163371469761
29117,9,70,48,92,3,1,70.15085465116643
29118,8,48,41,63,4,0,46.84440573307964
29119,4,66,38,88,2,0,38.58359387171061
29120,6,91,30,93,1,0,51.655670690927735
29121,0,92,81,84,2,0,48.95126427059937
29122,1,56,72,38,5,0,54.746392658664234
29123,10,90,44,48,1,1,54.55612128278304
29124,11,90,92,80,4,1,82.50845193746491
29125,3,47,51,39,3,0,39.59837068508805
29126,8,66,51,68,4,1,60.86266514381344
29127,4,79,90,48,1,1,55.85400279620332
29128,4,96,91,50,4,0,58.67559934401667
29129,8,97,35,82,2,1,56.36766729312758
29130,7,54,42,41,3,1,57.71642383615594
29131,1,78,85,43,2,0,44.39459645335849
29132,6,45,95,43,2,0,43.53564069995035
29133,0,71,68,73,4,1,54.75681635690231
29134,9,87,62,56,3,1,63.92837087324812
29135,10,47,30,78,3,0,59.51789420903403
29136,10,74,43,37,1,0,43.838954356737695
